iter	Logloss
0	0.6768482647
1	0.6614050798
2	0.6430335219
3	0.6262324598
4	0.6119898865
5	0.5985400114
6	0.5833962175
7	0.570202894
8	0.5543305274
9	0.5401936467
10	0.5280568283
11	0.5159370182
12	0.5044892175
13	0.4918073545
14	0.481362258
15	0.4693408991
16	0.4603497129
17	0.4505522119
18	0.4401710677
19	0.4302597582
20	0.4197440251
21	0.4108713639
22	0.4026198821
23	0.3930715978
24	0.3836355975
25	0.3746834023
26	0.3693286259
27	0.3616708289
28	0.3547638458
29	0.3474333408
30	0.3406454617
31	0.3352837378
32	0.3289716963
33	0.3227994697
34	0.3162524282
35	0.3113092182
36	0.3065975589
37	0.3008352032
38	0.2958375758
39	0.2913871521
40	0.2852848499
41	0.2796350601
42	0.2745719948
43	0.271134537
44	0.2656562677
45	0.2613518925
46	0.2577776634
47	0.2535320652
48	0.2495204484
49	0.2450252153
50	0.2422787917
51	0.2388896994
52	0.2347028986
53	0.2311490866
54	0.227942357
55	0.2247640971
56	0.2212566695
57	0.2179060119
58	0.2144169854
59	0.2120496469
60	0.2086377477
61	0.2055314943
62	0.2018723038
63	0.1997350612
64	0.1970784949
65	0.1955707281
66	0.1929806032
67	0.1901990856
68	0.1872703051
69	0.1849217521
70	0.1837443939
71	0.1811633845
72	0.1787261024
73	0.1764937896
74	0.1742818291
75	0.1722890533
76	0.1703408648
77	0.1680945936
78	0.1658064533
79	0.1635411575
80	0.1615209628
81	0.1597030673
82	0.1575030205
83	0.1557609367
84	0.1534809778
85	0.1516204198
86	0.1502301037
87	0.1488154749
88	0.1472474772
89	0.1457805073
90	0.1440193745
91	0.1423008838
92	0.1409014197
93	0.1395649959
94	0.1384445134
95	0.1374334993
96	0.1359733714
97	0.1343708693
98	0.1331871771
99	0.1318910408
100	0.1307202154
101	0.1294801904
102	0.128487331
103	0.1273997943
104	0.1263635287
105	0.1251923932
106	0.1241432558
107	0.1232225401
108	0.1219875604
109	0.1207183045
110	0.1197414286
111	0.118883283
112	0.117819216
113	0.1169984347
114	0.1156518985
115	0.1143410431
116	0.1133264286
117	0.1124038454
118	0.1117357522
119	0.1109257137
120	0.109942526
121	0.1089310825
122	0.1080636119
123	0.1072770994
124	0.1062761242
125	0.1056587258
126	0.1049359509
127	0.104104826
128	0.1036710021
129	0.1028916098
130	0.1021020164
131	0.1011122203
132	0.1003919963
133	0.09957500637
134	0.09887505666
135	0.09806894132
136	0.09717707179
137	0.09651731437
138	0.09584250467
139	0.09514882869
140	0.09429626465
141	0.09372669625
142	0.09301252718
143	0.09227417493
144	0.09160424274
145	0.09105797479
146	0.09045295133
147	0.08993089726
148	0.08937266182
149	0.0888773728
150	0.08818780635
151	0.08761777469
152	0.08700616491
153	0.08637068691
154	0.08587647738
155	0.08534122223
156	0.08484866132
157	0.0841889674
158	0.08374228026
159	0.08321843379
160	0.08264826811
161	0.08225083975
162	0.08201733221
163	0.08146663528
164	0.08100155627
165	0.08045473343
166	0.07984076051
167	0.07950657572
168	0.07903501255
169	0.07874196915
170	0.07842461325
171	0.0780378975
172	0.07747758568
173	0.07711981634
174	0.07664696573
175	0.07620546385
176	0.07581571951
177	0.07551778081
178	0.07511263323
179	0.07484545248
180	0.07428104202
181	0.07396006526
182	0.07364773877
183	0.07322224287
184	0.07273158942
185	0.07223398861
186	0.07194698134
187	0.07147112849
188	0.07097283141
189	0.07064008709
190	0.07018354388
191	0.0697102076
192	0.06937600805
193	0.06904459327
194	0.06876406442
195	0.06845040172
196	0.0679736221
197	0.06771811622
198	0.0673293987
199	0.06700384822
200	0.06670250087
201	0.06633652107
202	0.06603469118
203	0.06581743349
204	0.06550208127
205	0.06534092069
206	0.06499003162
207	0.06466562836
208	0.06447756385
209	0.06416780492
210	0.06379169185
211	0.06345429729
212	0.06311096032
213	0.06286460607
214	0.06258567165
215	0.06223050941
216	0.06180008881
217	0.06157796738
218	0.06131730492
219	0.06118065302
220	0.06110407677
221	0.06085533158
222	0.06062690589
223	0.06036021981
224	0.06004139108
225	0.05978399156
226	0.05953773826
227	0.05931016973
228	0.05908588256
229	0.05892015717
230	0.05876823957
231	0.05865054991
232	0.0583885438
233	0.0580353709
234	0.05781276208
235	0.05754783654
236	0.05732662677
237	0.05713940505
238	0.05695041487
239	0.05666623311
240	0.05655851693
241	0.05636835325
242	0.05616100873
243	0.0560328356
244	0.05578531318
245	0.05558854204
246	0.05540086584
247	0.05512619985
248	0.05481126786
249	0.05451501746
250	0.05432904528
251	0.05414984235
252	0.05388136466
253	0.05366112812
254	0.05351117429
255	0.05321497702
256	0.0529002023
257	0.05277757098
258	0.05262432019
259	0.05246168225
260	0.05226951196
261	0.05210633372
262	0.05194501201
263	0.05176674739
264	0.05159240551
265	0.05134672319
266	0.05125074358
267	0.05106458655
268	0.05094482646
269	0.05082423725
270	0.05069853881
271	0.05060261828
272	0.05049598867
273	0.0503769421
274	0.05024267814
275	0.05001750786
276	0.04989685002
277	0.04976758694
278	0.04955408736
279	0.04942221542
280	0.04925070286
281	0.04902972893
282	0.04887141039
283	0.04871786591
284	0.04844752498
285	0.0482773842
286	0.04818575347
287	0.04798751666
288	0.04776397717
289	0.04765511487
290	0.04745853262
291	0.04736646202
292	0.04719620241
293	0.04718979434
294	0.04695524189
295	0.04675271752
296	0.04672374073
297	0.04663148379
298	0.04651545423
299	0.04649025978
300	0.04638414621
301	0.04613467522
302	0.04598897887
303	0.04589209337
304	0.04579313663
305	0.04562473597
306	0.0455474107
307	0.04546502706
308	0.04525556027
309	0.04518282414
310	0.04512541656
311	0.04503241992
312	0.04486966229
313	0.04470273776
314	0.04463699732
315	0.04442918526
316	0.04433209094
317	0.0442323297
318	0.04414951285
319	0.04403026586
320	0.04384309246
321	0.04369046434
322	0.04359143611
323	0.04350636462
324	0.04334928294
325	0.04319712316
326	0.04308100514
327	0.04291082393
328	0.04279079926
329	0.04267790526
330	0.04253550886
331	0.04234144454
332	0.04226353914
333	0.04215159667
334	0.04198968481
335	0.04188741646
336	0.04177220803
337	0.04160051983
338	0.04151276824
339	0.04143727088
340	0.04131157336
341	0.0412486945
